task_id,source_split,source_config,text,code_python,test_list,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed,tests_typescript
455,test,sanitized,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(monthnum2):
  if(monthnum2==1 or monthnum2==3 or monthnum2==5 or monthnum2==7 or monthnum2==8 or monthnum2==10 or monthnum2==12):
    return True
  else:
    return False","[""assert check_monthnumb_number(5)==True"", ""assert check_monthnumb_number(2)==False"", ""assert check_monthnumb_number(6)==False""]","function check_monthnumb_number(monthnum2: number): boolean {
  if (monthnum2 === 1 || monthnum2 === 3 || monthnum2 === 5 || monthnum2 === 7 || monthnum2 === 8 || monthnum2 === 10 || monthnum2 === 12) {
    return true;
  } else {
    return false;
  }
}",success,1,3,0,[]
456,test,sanitized,Write a function to reverse each string in a given list of string values.,"def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result","[""assert reverse_string_list(['Red', 'Green', 'Blue', 'White', 'Black'])==['deR', 'neerG', 'eulB', 'etihW', 'kcalB']"", ""assert reverse_string_list(['john','amal','joel','george'])==['nhoj','lama','leoj','egroeg']"", ""assert reverse_string_list(['jack','john','mary'])==['kcaj','nhoj','yram']""]","function reverse_string_list(stringlist: string[]): string[] {
    const result = stringlist.map(x => x.split('').reverse().join(''));
    return result;
}",success,1,3,0,[]
457,test,sanitized,Write a python function to find the sublist having minimum length.,"def Find_Min(lst): 
    return min(lst, key=len) ","[""assert Find_Min([[1],[1,2],[1,2,3]]) == [1]"", ""assert Find_Min([[1,1],[1,1,1],[1,2,7,8]]) == [1,1]"", ""assert Find_Min([['x'],['x','y'],['x','y','z']]) == ['x']""]","function Find_Min<T>(lst: T[][]): T[] {
    if (lst.length === 0) {
        throw new Error(""min() arg is an empty sequence"");
    }
    
    let minSublist = lst[0];
    
    for (const sublist of lst) {
        if (sublist.length < minSublist.length) {
            minSublist = sublist;
        }
    }
    
    return minSublist;
}",success,1,3,0,[]
458,test,sanitized,Write a function to find the area of a rectangle.,"def rectangle_area(l,b):
  area=l*b
  return area","[""assert rectangle_area(10,20)==200"", ""assert rectangle_area(10,5)==50"", ""assert rectangle_area(4,2)==8""]","function rectangle_area(l: number, b: number): number {
  const area = l * b;
  return area;
}",success,1,3,0,[]
459,test,sanitized,Write a function to remove uppercase substrings from a given string.,"import re
def remove_uppercase(str1):
  return re.sub('[A-Z]', '', str1)","[""assert remove_uppercase('cAstyoUrFavoRitETVshoWs') == 'cstyoravoitshos'"", ""assert remove_uppercase('wAtchTheinTernEtrAdIo') == 'wtchheinerntrdo'"", ""assert remove_uppercase('VoicESeaRchAndreComMendaTionS') == 'oiceachndreomendaion'""]","function remove_uppercase(str1: string): string {
  return str1.replace(/[A-Z]/g, '');
}",success,1,3,0,[]
460,test,sanitized,Write a python function to get the first element of each sublist.,"def Extract(lst): 
    return [item[0] for item in lst] ","[""assert Extract([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]"", ""assert Extract([[1,2,3],[4, 5]]) == [1,4]"", ""assert Extract([[9,8,1],[1,2]]) == [9,1]""]","function Extract<T>(lst: T[][]): T[] {
    return lst.map(item => item[0]);
}",success,1,3,0,[]
461,test,sanitized,Write a python function to count the upper case characters in a given string.,"def upper_ctr(str):
    upper_ctr = 0
    for i in range(len(str)):
          if str[i] >= 'A' and str[i] <= 'Z': upper_ctr += 1
          return upper_ctr","[""assert upper_ctr('PYthon') == 1"", ""assert upper_ctr('BigData') == 1"", ""assert upper_ctr('program') == 0""]","function upper_ctr(str: string): number {
    let upper_ctr = 0;
    for (let i = 0; i < str.length; i++) {
        if (str[i] >= 'A' && str[i] <= 'Z') upper_ctr += 1;
        return upper_ctr;
    }
    return upper_ctr;
}",success,1,3,0,[]
462,test,sanitized,Write a function to find all possible combinations of the elements of a given list.,"def combinations_list(list1):
    if len(list1) == 0:
        return [[]]
    result = []
    for el in combinations_list(list1[1:]):
        result += [el, el+[list1[0]]]
    return result","[""assert combinations_list(['orange', 'red', 'green', 'blue'])==[[], ['orange'], ['red'], ['red', 'orange'], ['green'], ['green', 'orange'], ['green', 'red'], ['green', 'red', 'orange'], ['blue'], ['blue', 'orange'], ['blue', 'red'], ['blue', 'red', 'orange'], ['blue', 'green'], ['blue', 'green', 'orange'], ['blue', 'green', 'red'], ['blue', 'green', 'red', 'orange']]"", ""assert combinations_list(['red', 'green', 'blue', 'white', 'black', 'orange'])==[[], ['red'], ['green'], ['green', 'red'], ['blue'], ['blue', 'red'], ['blue', 'green'], ['blue', 'green', 'red'], ['white'], ['white', 'red'], ['white', 'green'], ['white', 'green', 'red'], ['white', 'blue'], ['white', 'blue', 'red'], ['white', 'blue', 'green'], ['white', 'blue', 'green', 'red'], ['black'], ['black', 'red'], ['black', 'green'], ['black', 'green', 'red'], ['black', 'blue'], ['black', 'blue', 'red'], ['black', 'blue', 'green'], ['black', 'blue', 'green', 'red'], ['black', 'white'], ['black', 'white', 'red'], ['black', 'white', 'green'], ['black', 'white', 'green', 'red'], ['black', 'white', 'blue'], ['black', 'white', 'blue', 'red'], ['black', 'white', 'blue', 'green'], ['black', 'white', 'blue', 'green', 'red'], ['orange'], ['orange', 'red'], ['orange', 'green'], ['orange', 'green', 'red'], ['orange', 'blue'], ['orange', 'blue', 'red'], ['orange', 'blue', 'green'], ['orange', 'blue', 'green', 'red'], ['orange', 'white'], ['orange', 'white', 'red'], ['orange', 'white', 'green'], ['orange', 'white', 'green', 'red'], ['orange', 'white', 'blue'], ['orange', 'white', 'blue', 'red'], ['orange', 'white', 'blue', 'green'], ['orange', 'white', 'blue', 'green', 'red'], ['orange', 'black'], ['orange', 'black', 'red'], ['orange', 'black', 'green'], ['orange', 'black', 'green', 'red'], ['orange', 'black', 'blue'], ['orange', 'black', 'blue', 'red'], ['orange', 'black', 'blue', 'green'], ['orange', 'black', 'blue', 'green', 'red'], ['orange', 'black', 'white'], ['orange', 'black', 'white', 'red'], ['orange', 'black', 'white', 'green'], ['orange', 'black', 'white', 'green', 'red'], ['orange', 'black', 'white', 'blue'], ['orange', 'black', 'white', 'blue', 'red'], ['orange', 'black', 'white', 'blue', 'green'], ['orange', 'black', 'white', 'blue', 'green', 'red']]"", ""assert combinations_list(['red', 'green', 'black', 'orange'])==[[], ['red'], ['green'], ['green', 'red'], ['black'], ['black', 'red'], ['black', 'green'], ['black', 'green', 'red'], ['orange'], ['orange', 'red'], ['orange', 'green'], ['orange', 'green', 'red'], ['orange', 'black'], ['orange', 'black', 'red'], ['orange', 'black', 'green'], ['orange', 'black', 'green', 'red']]""]","function combinations_list<T>(list1: T[]): T[][] {
    if (list1.length === 0) {
        return [[]];
    }
    const result: T[][] = [];
    for (const el of combinations_list(list1.slice(1))) {
        result.push(el, [...el, list1[0]]);
    }
    return result;
}",success,1,3,0,[]
463,test,sanitized,Write a function to find the maximum product subarray of the given array.,"def max_subarray_product(arr):
	n = len(arr)
	max_ending_here = 1
	min_ending_here = 1
	max_so_far = 0
	flag = 0
	for i in range(0, n):
		if arr[i] > 0:
			max_ending_here = max_ending_here * arr[i]
			min_ending_here = min (min_ending_here * arr[i], 1)
			flag = 1
		elif arr[i] == 0:
			max_ending_here = 1
			min_ending_here = 1
		else:
			temp = max_ending_here
			max_ending_here = max (min_ending_here * arr[i], 1)
			min_ending_here = temp * arr[i]
		if (max_so_far < max_ending_here):
			max_so_far = max_ending_here
	if flag == 0 and max_so_far == 0:
		return 0
	return max_so_far","[""assert max_subarray_product([1, -2, -3, 0, 7, -8, -2]) == 112"", ""assert max_subarray_product([6, -3, -10, 0, 2]) == 180"", ""assert max_subarray_product([-2, -40, 0, -2, -3]) == 80""]","function max_subarray_product(arr: number[]): number {
    const n: number = arr.length;
    let max_ending_here: number = 1;
    let min_ending_here: number = 1;
    let max_so_far: number = 0;
    let flag: number = 0;
    
    for (let i = 0; i < n; i++) {
        if (arr[i] > 0) {
            max_ending_here = max_ending_here * arr[i];
            min_ending_here = Math.min(min_ending_here * arr[i], 1);
            flag = 1;
        } else if (arr[i] === 0) {
            max_ending_here = 1;
            min_ending_here = 1;
        } else {
            const temp: number = max_ending_here;
            max_ending_here = Math.max(min_ending_here * arr[i], 1);
            min_ending_here = temp * arr[i];
        }
        if (max_so_far < max_ending_here) {
            max_so_far = max_ending_here;
        }
    }
    
    if (flag === 0 && max_so_far === 0) {
        return 0;
    }
    return max_so_far;
}",success,1,3,0,[]
464,test,sanitized,Write a function to check if all values are same in a dictionary.,"def check_value(dict, n):
    result = all(x == n for x in dict.values()) 
    return result","[""assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},10)==False"", ""assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},12)==True"", ""assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},5)==False""]","function check_value(dict: Record<string, number>, n: number): boolean {
    const values = Object.values(dict);
    const result = values.every(x => x === n);
    return result;
}",success,1,3,0,[]
465,test,sanitized,Write a function to drop empty items from a given dictionary.,"def drop_empty(dict1):
  dict1 = {key:value for (key, value) in dict1.items() if value is not None}
  return dict1","[""assert drop_empty({'c1': 'Red', 'c2': 'Green', 'c3':None})=={'c1': 'Red', 'c2': 'Green'}"", ""assert drop_empty({'c1': 'Red', 'c2': None, 'c3':None})=={'c1': 'Red'}"", ""assert drop_empty({'c1': None, 'c2': 'Green', 'c3':None})=={ 'c2': 'Green'}""]","function drop_empty<T>(dict1: Record<string, T | null>): Record<string, T> {
  const result: Record<string, T> = {};
  for (const [key, value] of Object.entries(dict1)) {
    if (value !== null) {
      result[key] = value;
    }
  }
  return result;
}",success,1,3,0,[]
468,test,sanitized,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,"def max_product(arr):   
  n = len(arr)
  mpis = arr[:]
  for i in range(n): 
    current_prod = arr[i]
    j = i + 1
    while j < n:
      if arr[j-1] > arr[j]: 
        break
      current_prod *= arr[j]
      if current_prod > mpis[j]:
        mpis[j] = current_prod 
      j = j + 1
  return max(mpis)","[""assert max_product([3, 100, 4, 5, 150, 6]) == 3000"", ""assert max_product([4, 42, 55, 68, 80]) == 50265600"", ""assert max_product([10, 22, 9, 33, 21, 50, 41, 60]) == 2460""]","function max_product(arr: number[]): number {
  const n = arr.length;
  const mpis = [...arr];
  
  for (let i = 0; i < n; i++) {
    let current_prod = arr[i];
    let j = i + 1;
    while (j < n) {
      if (arr[j - 1] > arr[j]) {
        break;
      }
      current_prod *= arr[j];
      if (current_prod > mpis[j]) {
        mpis[j] = current_prod;
      }
      j = j + 1;
    }
  }
  
  return Math.max(...mpis);
}",success,1,3,0,[]
470,test,sanitized,Write a function to find the pairwise addition of the neighboring elements of the given tuple.,"def add_pairwise(test_tup):
  res = tuple(i + j for i, j in zip(test_tup, test_tup[1:]))
  return (res) ","[""assert add_pairwise((1, 5, 7, 8, 10)) == (6, 12, 15, 18)"", ""assert add_pairwise((2, 6, 8, 9, 11)) == (8, 14, 17, 20)"", ""assert add_pairwise((3, 7, 9, 10, 12)) == (10, 16, 19, 22)""]","function add_pairwise(test_tup: number[]): number[] {
  const res: number[] = [];
  for (let i = 0; i < test_tup.length - 1; i++) {
    res.push(test_tup[i] + test_tup[i + 1]);
  }
  return res;
}",success,1,3,0,[]
471,test,sanitized,Write a python function to find the product of the array multiplication modulo n.,"def find_remainder(arr, n): 
    mul = 1
    for i in range(len(arr)):  
        mul = (mul * (arr[i] % n)) % n 
    return mul % n ","[""assert find_remainder([ 100, 10, 5, 25, 35, 14 ],11) ==9"", ""assert find_remainder([1,1,1],1) == 0"", ""assert find_remainder([1,2,1],2) == 0""]","function find_remainder(arr: number[], n: number): number {
    let mul = 1;
    for (let i = 0; i < arr.length; i++) {
        mul = (mul * (arr[i] % n)) % n;
    }
    return mul % n;
}",success,1,3,0,[]
472,test,sanitized,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(l): 
    return sorted(l) == list(range(min(l),max(l)+1)) ","[""assert check_Consecutive([1,2,3,4,5]) == True"", ""assert check_Consecutive([1,2,3,5,6]) == False"", ""assert check_Consecutive([1,2,1]) == False""]","function check_Consecutive(l: number[]): boolean {
    if (l.length === 0) {
        return true;
    }
    
    const sorted = [...l].sort((a, b) => a - b);
    const minVal = Math.min(...l);
    const maxVal = Math.max(...l);
    
    const expected: number[] = [];
    for (let i = minVal; i <= maxVal; i++) {
        expected.push(i);
    }
    
    if (sorted.length !== expected.length) {
        return false;
    }
    
    for (let i = 0; i < sorted.length; i++) {
        if (sorted[i] !== expected[i]) {
            return false;
        }
    }
    
    return true;
}",success,1,3,0,[]
473,test,sanitized,Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,"def tuple_intersection(test_list1, test_list2):
  res = set([tuple(sorted(ele)) for ele in test_list1]) & set([tuple(sorted(ele)) for ele in test_list2])
  return (res)","[""assert tuple_intersection([(3, 4), (5, 6), (9, 10), (4, 5)] , [(5, 4), (3, 4), (6, 5), (9, 11)]) == {(4, 5), (3, 4), (5, 6)}"", ""assert tuple_intersection([(4, 1), (7, 4), (11, 13), (17, 14)] , [(1, 4), (7, 4), (16, 12), (10, 13)]) == {(4, 7), (1, 4)}"", ""assert tuple_intersection([(2, 1), (3, 2), (1, 3), (1, 4)] , [(11, 2), (2, 3), (6, 2), (1, 3)]) == {(1, 3), (2, 3)}""]","function tuple_intersection(test_list1: [number, number][], test_list2: [number, number][]): Set<string> {
  const sortTuple = (ele: [number, number]): string => {
    const sorted = [...ele].sort((a, b) => a - b);
    return JSON.stringify(sorted);
  };
  
  const set1 = new Set(test_list1.map(sortTuple));
  const set2 = new Set(test_list2.map(sortTuple));
  
  const intersection = new Set<string>();
  for (const item of set1) {
    if (set2.has(item)) {
      intersection.add(item);
    }
  }
  
  return new Set([...intersection].map(item => {
    const arr = JSON.parse(item) as [number, number];
    return `(${arr[0]}, ${arr[1]})`;
  }));
}",success,1,3,0,[]
474,test,sanitized,Write a function to replace characters in a string.,"def replace_char(str1,ch,newch):
 str2 = str1.replace(ch, newch)
 return str2","[""assert replace_char(\""polygon\"",'y','l')==(\""pollgon\"")"", ""assert replace_char(\""character\"",'c','a')==(\""aharaater\"")"", ""assert replace_char(\""python\"",'l','a')==(\""python\"")""]","function replace_char(str1: string, ch: string, newch: string): string {
    const str2 = str1.split(ch).join(newch);
    return str2;
}",success,1,3,0,[]
